screen_id,cell,flow_direction,flow_object,outcome_object,outcome_level,identified,phenomenon,confidence,rater,batch,note
C3F3560,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,rural school provision in interwar Poland
C3F3472,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-03,C.2.e - essays on female education fertility and health in Turkey and the US
C3F3368,OFF_TOPIC,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,inheritance rights of informally adopted children in Arkansas law
C3F3333,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,debt neutrality in OLG models
C3F2332,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-03,no abstract; C.2.e - education and fertility timing in Taiwan
C3F1467,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,cohort profile of a British longitudinal study
C3F2906,REVERSE,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,sonless families and mothers' expectations of old-age support; same work as C3F3023 and the estimand runs from fertility to expected support
C3F2651,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.3.d - same work as C3F0636 on returns to education in Turkey
C3F2318,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,food security and agricultural land use after land reform - agronomy sense
C3F0916,OFF_SIBLING,DOWNWARD,PRIVATE_FAMILY,NONE,NA,YES,SDT,UNCERTAIN,hand,chan-term:shock-03,C.3.d - Indian inheritance law reform with a triple-difference design; the visible outcome is second-generation human capital NOT fertility - RE-READ AT FULL TEXT because three sibling papers in this literature do estimate fertility
C3F1404,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,parenting efficacy among mothers in substance abuse treatment
C3F3555,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-03,C.2.e and A.1 - quasi-experimental essays on shocks and child human capital
C3F1982,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,burnout among day-care educators in Israel
C3F1813,MIXED_PUBLIC_PRIVATE,DOWNWARD,PUBLIC_TRANSFER,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-03,government transfers to parents against fertility in a global perspective; C.2.d owns the policy and C.3.c the public-substitute logic
C3F3674,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,adult children as the primary source of financial and non-financial support for the elderly in Vietnam; descriptive measurement of the upward flow
C3F3696,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,home health care for medically complex children in Japan
C3F0997,OFF_TOPIC,NA,NA,NONE,NA,YES,OTHER,CERTAIN,hand,chan-term:shock-03,West Bengal tenancy reform and long-term agricultural investment; identified but no fertility or child-labour outcome
C3F3346,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-03,women and children under colonial education
C3F3693,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,Syrian refugee parenting in Norway
C3F3166,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-03,peer review report for C3F1614
C3F3680,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,father involvement and preschool social competence
C3F3577,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,school facility financing in Japan
C3F2327,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,communal land tenure in Laos; social anthropology with no fertility outcome
C3F3617,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.2.d - family policy expenditure and TFR in East Asia
C3F0850,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-03,commentary on the McKeown thesis
C3F0121,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,family support and parenting stress in autism
C3F3638,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,background note on single people and network size
C3F2641,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-03,no abstract; three-child policy and projected education scale
C3F1960,OFF_TOPIC,NA,NA,NONE,NA,YES,PM,CERTAIN,hand,chan-term:shock-03,fallow length and the emergence of communal against private land rights; no fertility outcome
C3F3321,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,soil nutrition in a Brazilian land reform settlement - agronomy sense
C3F0052,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,rural household livelihoods and the environment
C3F3519,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,peer effects on young adult outcomes
C3F2139,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,deep learning for embryo quality assessment
C3F1710,VOC_STATED,NA,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-03,values of children by socio-structural characteristics in Israel; a VOC instrument
C3F2633,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-03,Alexandra's chapter - compulsory school merger programme and fertility
C3F1170,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-03,C.2.e - schooling on marriage and fertility timing
C3F1057,OFF_SIBLING,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,C.2.e - determinants of women's education in MENA
C3F3504,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.2.e - female education and socioeconomic outcomes
C3F3451,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-03,Alexandra's chapter - Mexican compulsory schooling reform and long-term outcomes
C3F3512,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,school location and staffing in Southampton
C3F2873,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-03,poverty and fertility across less developed countries
C3F2657,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.2.a - early childhood education access in Germany
C3F0761,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-03,selection on height and BMI across the transition
C3F0754,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,demographic and kinship transitions
C3F0447,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-03,review of demographic transition theory
C3F3529,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.2.a - allocation of resources to education under demographic change
C3F0959,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-03,A.2 - age at first birth contraception and fertility in Tanzania
C3F1921,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,climate change demography review
C3F3362,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-04,rural landscape history of the Poděbrady region
C3F0892,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,CERTAIN,hand,chan-term:shock-04,Islamic inheritance law and the risk of estate expropriation by the extended family against son preference and FERTILITY BEHAVIOUR in Indonesia - an inheritance-rule design with a fertility outcome
C3F3359,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,inheritance rights of children born outside marriage in Indonesian law
C3F0772,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,fertility preservation among transgender men
C3F3656,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,C.2.d - Poland's Family 500+ programme and the birth rate
C3F1137,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-04,value of children and preferred number of children in rural and urban Indonesia
C3F3646,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,C.2.d - parental leave policy review
C3F3319,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,farmland differentiation and land titling progress in Chinese villages; no fertility outcome
C3F2695,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,learning disabilities journal editorial
C3F1935,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,A.3 - social interaction and fertility goals in Bangladesh
C3F3669,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,C.2.d - EU work-life balance directive and Polish family policy
C3F0250,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,cohort profile of a Copenhagen school health register
C3F3385,OFF_TOPIC,NET,MIXED,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,index to an NTA volume; asset-based reallocations appear as index entries only
C3F2136,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-04,remittances against fertility across post-communist countries; shared_with C.1.a until the estimate is shown to be signed on the transfer rather than on income - PI call 2
C3F1402,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-04,remittances and Morocco's fertility decline 1975-2018 by ARDL; one of the two inherited remittance seeds - shared_with C.1.a pending PI call 2
C3F0852,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-04,no abstract; NTA lifecycle deficit and mature-age participation in Australia
C3F1840,OFF_TOPIC,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-04,fertility intentions in Dalian under the two-child policy
C3F3439,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,books received listing
C3F3636,THEORY,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,Basu's adult-equivalent labour model explaining child labour from binding subsistence requirements
C3F2678,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,psychological adjustment among parents of autistic children
C3F3545,THEORY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-04,dynamical-system model assigning goods and family size across periods
C3F0373,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,UNCERTAIN,hand,chan-term:shock-04,no abstract; A.5 - fertility and family planning world view
C3F0255,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,family environment and language development with cochlear implants
C3F2106,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,conservation agriculture in Brazilian land reform settlements
C3F2671,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,education and poverty in Kosovo and Albania; remittances named as context
C3F2339,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,book review on American childhood
C3F2309,THEORY,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,argues inheritance law should prioritise the testator's old-age care over heirs' interests - the upward flow as a legal design question
C3F2317,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,childlessness patterns in Taiwan
C3F4277,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,distribution of household savings in Germany
C3F2274,FLOW_MEASUREMENT,DOWNWARD,PUBLIC_TRANSFER,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,net fiscal value of ART-conceived children in Australia; an NTA-style public net-contribution calculation - C.3.c adjacent and A.17's population
C3F3664,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,health visitor support for genetic referral
C3F3348,THEORY,DOWNWARD,MIXED,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,OLG model with a bequest motive assessing social security as longevity insurance
C3F3380,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,land use certificates and conservation in northern Vietnam - soil fertility sense
C3F3657,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,malnutrition among school children
C3F1983,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,intergenerational solidarity in care in Serbia; women as the main providers under very low fertility
C3F3629,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,D.2.c - gender preferences reflected in subsequent fertility in Central and Eastern Europe
C3F3323,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,soil erosion after Zimbabwe's fast track land reform - agronomy sense
C3F1607,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-04,ideal number of children in North Sumatra tied explicitly to the value of children
C3F0163,OFF_SIBLING,NA,NA,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-04,A.23 - cross-cultural definition of households and their changing functions
C3F3172,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,same work as C3F0915; intergenerational transfers between elderly parents and adult children in CHARLS
C3F1738,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-04,C.2.e - same work as C3F1207
C3F4102,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,asset pricing with dynamic and static investors
C3F0054,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-04,A.19 and D.1.a - does culture matter
C3F3161,THEORY,NET,MIXED,NONE,NA,NO,OTHER,UNCERTAIN,hand,chan-term:shock-04,four essays on the intergenerational contract; the contract is the net-flow object but no fertility outcome is visible
C3F0458,OFF_SIBLING,NA,NA,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-04,C.3.c and evolutionary demography - cooperative breeding in hominin life history
C3F0493,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,chronic poverty among older people
C3F0049,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,C.2.e - paternal against maternal education on fertility and child mortality
C3F1171,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-04,C.2.e - female education and fertility in Turkey
C3F2333,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,China's low fertility and the two-child policy
C3F3522,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,inequality of access within mainstream education
C3F0281,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-04,Alexandra's chapter - is education always reducing fertility under compulsory schooling reforms
C3F1835,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-04,C.2.e - women's education natural experiment in Turkey
C3F3533,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-04,index of terms
C3F3575,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,C.2.a - school-age population and educational planning in China
C3F4530,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-04,population ageing and tertiary enrolment ratios
C3F1206,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-04,determinants of fertility rates in Turkey
C3F3675,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,submission on poverty and early-years life chances
C3F1953,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,poverty among South African land reform beneficiaries; no fertility outcome
C3F2280,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,D.1.a - religiosity and number of children in Germany
C3F1846,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,maternal mental distress during Covid-19
C3F0164,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; C.2.e - maternal education and child health via a compulsory schooling law
C3F1406,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,A.2 - contraceptive use among young Namibian women
C3F3627,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; C.2.c - housing wealth fertility and sex selection in China
C3F3668,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,mobile app perinatal support trial
C3F1975,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,parental support for physical activity in disability
C3F3345,REVERSE,NET,PRIVATE_FAMILY,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; same work as C3F2613 on savings among bereaved only-child families
C3F0695,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,predictors of parental support seeking
C3F3356,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,land share quasi-ownership and agricultural degradation in Russia - agronomy sense
C3F3524,OFF_SIBLING,NA,NA,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; D.2.a - family planning policy and gender inequality in China
C3F2660,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,secondary education reconstruction in Afghanistan
C3F1469,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; A.5 - reproductive health rights in Iranian population policy
C3F3660,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,global marketplace in reproduction services
C3F3338,THEORY,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,debt neutrality with an inoperative bequest motive in an OLG model
C3F2240,FLOW_MEASUREMENT,DOWNWARD,PUBLIC_TRANSFER,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,public spending on education pensions and health by age under population ageing; the public half of the net flow
C3F3032,THEORY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-05,public debt incidence when family size varies and a bequest motive makes intergenerational transfers operative
C3F3340,FLOW_MEASUREMENT,DOWNWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-05,successions and heirs in nineteenth-century rural Loire-Inferieure; a rare HISTORICAL empirical measurement of intergenerational transfers in the FDT window - relevant to §5's series problem
C3F3618,OFF_TOPIC,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,bibliometric review of remittances and fertility; a map of a literature not an estimate
C3F3116,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,intergenerational income mobility in Latin America
C3F1027,OFF_SIBLING,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-05,D.2.c - fertility behaviour and sex bias in large Indian families; the title puns on wills so CHECK AT FULL TEXT whether a bequest mechanism is the operative variable
C3F1964,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,protocol for a review of female economic empowerment interventions
C3F0057,THEORY,NET,MIXED,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,Lee and Mason on fertility human capital and growth across the transition; an anchor and the macro form of the net-flow account
C3F0286,THEORY,DOWNWARD,MIXED,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; same work as C3F3348
C3F1933,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-05,THE FERTILITY INCENTIVE OF LAND TENURE IN MEXICO - ejido communal tenure from the post-1910 land reform modelled as a fertility incentive; the land-security channel named outright
C3F4527,THEORY,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-05,contractual model of patriarchal property rights under technological change
C3F3098,OFF_SIBLING,NA,NA,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-05,A.3 and A.2 - micro decisions to limit fertility and contraceptive use across three settings
C3F1026,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,same work as C3F3307; land rights and soil fertility on the Adja Plateau - agronomy sense
C3F2688,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,trans and non-binary parents' perinatal experiences
C3F3411,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,male sterility in fruit trees - botanical sense
C3F3624,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,commentary on fertility overdiagnosis
C3F3377,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,is Tanzanian growth pro-poor
C3F2961,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,CERTAIN,hand,chan-term:shock-05,UNMASKING WEALTH FLOWS FERTILITY AND CHILD LABOUR IN ASHANTI GHANA - opens on the claim that children produce more than they consume and provide NET WEALTH to parents and tests it; the registered estimand stated in the registry's own terms
C3F0341,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,recall of family factors in anxiety disorders
C3F0970,INSUFFICIENT_INFO,NET,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,UNCERTAIN,hand,chan-term:shock-05,economic and cultural influences on family size and gender preference in Nyeri Kenya; the visible record does not say whether the economic variable is a flow
C3F1091,NET_FLOW_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-05,the erosion of the family in Ghana; large families held to do more for parents than small ones - the upward-flow rationale for high fertility examined directly
C3F1255,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,successful ageing strategies
C3F3168,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,Counting Women's Work extends NTA to non-market household production across the lifecycle in South Africa
C3F0811,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; C.2.e - education and teen fertility under compulsory schooling laws
C3F3583,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,social determinants of child labour in Pakistan's industrial belts
C3F0625,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-05,no abstract; C.3.c - kin influences on fertility in Thailand
C3F2990,THEORY,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,factor shares and birth rates in a growth model
C3F3434,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,literary history of American sustainability
C3F2365,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,parents' perspectives on behavioural intervention
C3F0349,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-05,longitudinal reproductive change in a Spanish town
C3F4552,OFF_TOPIC,NA,NA,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-05,biologist's perspective on evolutionary demography
C3F3563,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-05,C.2.e - school re-entry policy for teen mothers in Senegal
C3F2664,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-05,elder abuse cases in Singapore
C3F0174,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,PM,CERTAIN,hand,chan-term:shock-05,demography of the Hadza foragers
C3F0785,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-05,C.2.e - education and fertility in Taiwan
C3F4528,OFF_TOPIC,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-05,pragmatic to sentimental child adoption in the US 1880-1930; Zelizer's thesis in adoption records but no fertility outcome
C3F2634,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,determinants of fertility in rural Punjab
C3F3568,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-05,compulsory education and disability schooling in Korea
C3F1687,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-05,A.6 and A.3 - popular ideas about birth control in American modernity
C3F0354,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-05,A.3 and D.1.c - community-level education accelerating cultural evolution of fertility decline
C3F1273,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-05,philosophy of science essay on the fate of fertility decline theory
C3F1136,VOC_STATED,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-06,nine-country Value of Children Study on the PERCEIVED old-age-security value of children; elicited valuation across development levels
